tectonic_cyclicity	amp1	amp2	amp3	amp4	amp5	phase1	phase2	phase3	phase4	phase5	ssr	aic_4func	aic_5func	loglik_4func	loglik_5func	pvalue
897.9 ( 259.56 -- 913.27 )	2.48 ( 4.09 -- 2.61 )	0.64 ( 2.22 -- 3.22 )	10.81 ( 10.7 -- 11.45 )	4.4 ( 4.07 -- 4.34 )	15.72 ( 6.59 -- 17.54 )	0 ( 0.49 -- 0 )	0 ( 0 -- 4.72 )	1.07 ( 1.13 -- 1.05 )	2.52 ( 2.41 -- 2.69 )	6.28 ( 0 -- 6.28 )	81972.48	4155.654	4195.437	-2168.216	-2005.146	2.18613716289454e-70
