tectonic_cyclicity	amp1	amp2	amp3	amp4	amp5	phase1	phase2	phase3	phase4	phase5	ssr
1	1004.80562537767	2.6	2.8	8.2	6.5	16.3	1.9	0.6	1.5	2.6	6.3	70261.36
