tectonic_cyclicity	amp1	amp2	amp3	amp4	amp5	phase1	phase2	phase3	phase4	phase5	ssr	aic_4func	aic_5func	loglik_4func	loglik_5func	pvalue
899.48 ( 880.31 - 922.71 )	3.34 ( 3.06 - 3.61 )	4.15 ( 3.37 - 4.93 )	10.05 ( 9.67 - 10.37 )	4.43 ( 4.24 - 5.13 )	15.72 ( 14.13 - 17.47 )	1.61 ( 1.56 - 1.66 )	1.71 ( 1.69 - 1.71 )	1.02 ( 1 - 1.05 )	2.57 ( 2.26 - 2.8 )	6.28 ( 6.28 - 6.28 )	75837.28	4431.624	4158.805	-2158.843	-1985.464	7.51657146818802e-75
