tectonic_cyclicity	amp1	amp2	amp3	amp4	amp5	phase1	phase2	phase3	phase4	phase5	ssr	aic_4func	aic_5func	loglik_4func	loglik_5func	pvalue
1243.78856772502	2.4	2.6	8.4	8.1	16.8	2.4	2.1	0.1	2.4	0.5	68196.92	3950.052	3939.197	-2146.275	-1958.598	4.82225024222053e-81
