tectonic_cyclicity	amp1	amp2	amp3	amp4	amp5	phase1	phase2	phase3	phase4	phase5	ssr	aic_4func	aic_5func	loglik_4func	loglik_5func	pvalue
1084.65274725397	1.8	3	9	7.5	13.3	2.9	2.3	0.2	2.5	0.3	68785.79	3951.702	3943.547	-2097.8	-1960.773	4.09713863724386e-59
