tectonic_cyclicity	amp1	amp2	amp3	amp4	amp5	phase1	phase2	phase3	phase4	phase5	ssr	aic_4func	aic_5func	loglik_4func	loglik_5func	pvalue
898.115832086195	2.7	0.8	10.7	4.4	15.8	5.9	0	1.1	2.5	6.3	81752.99	3939.348	4030.936	-2168.216	-2004.468	1.11166087348233e-70
