tectonic_cyclicity	amp1	amp2	amp3	amp4	amp5	phase1	phase2	phase3	phase4	phase5	ssr
1	1491.92996344782	1.3	3.7	9.3	9.1	58.9	2.6	0.7	0	1.4	0	140408.5
